InstitutionType,InstructorID_Pre,InstructorID_Post,StudentID,Q1FUS,Q2FUS,Q3FUS_Yes,Q3FUS_No,Q4FUS_A,Q4FUS_B,Q4FUS_C,Q4FUS_D,Q4FUS_F,Q5FUS_NeverIntended,Q5FUS_Time,Q5FUS_Grade,Q5FUS_Understand,Q5FUS_Major,Q5FUS_Experience,Q5FUS_OtherCourses,Q6FUS_1,Q6FUS_2,Q6FUS_3,Q6FUS_4,Q7FUS
4,285, ,23186, , , , , , , , , , , , , , , , , , , , , 
4,285, ,23187, , , , , , , , , , , , , , , , , , , , , 
4,285, ,23188, , , , , , , , , , , , , , , , , , , , , 
4,285, ,23189, , , , , , , , , , , , , , , , , , , , , 
4, ,285,24318, , , , , , , , , , , , , , , , , , , , , 
4, ,285,24319, , , , , , , , , , , , , , , , , , , , , 
4, ,285,24320, , , , , , , , , , , , , , , , , , , , , 
5,288,288,12254, , , , , , , , , , , , , , , , , , , , , 
5,288,288,12267,16,B, ,No, , , , , , ,"To do well in Calculus II, I would need to spend more time and effort than I can afford.", , , , , , ,Disagree, , ,"I enjoyed the concepts of Calculus I, but when I started Caculus II I was not prepared and had to drop the class.  I felt like this was a little bit outrageous since I got a B in Caculus I."
5,288,288,12287, , , , , , , , , , , , , , , , , , , , , 
5,1434,288,12297, , , , , , , , , , , , , , , , , , , , , 
5,288, ,17699, , , , , , , , , , , , , , , , , , , , , 
5, ,288,22191, , , , , , , , , , , , , , , , , , , , , 
5, ,288,22193, , , , , , , , , , , , , , , , , , , , , 
5, ,288,22198, , , , , , , , , , , , , , , , , , , , , 
5, ,288,22199, , , , , , , , , , , , , , , , , , , , , 
5, ,288,22205, , , , , , , , , , , , , , , , , , , , , 
5, ,288,22206, , , , , , , , , , , , , , , , , , , , , 
5, ,288,22219, , , , , , , , , , , , , , , , , , , , , 
5, ,288,22233, , , , , , , , , , , , , , , , , , , , , 
5, ,288,22234,1,C,Yes, , ,B, , , , , , , , , , , , ,Strongly Disagree, ,"The teacher was a very good mathematician, but he wasn't a very effective teacher. He knew his stuff, but as unable to teach it to a large group; however, he did teach big ideas rather than how to solve particular problems. The final was simply a pre-made test that wasn't a very good assessment of knowledge. If you know how to solve a particular type of problem, you got a good grade, if not, you were screwed. I only took Calculus II to fulfill a major requirement. My math professor at Pima was much more effective at teaching and really helped me more in math than any additional help I received at the University of Arizona's Math Department."
5, ,288,22247,1,B, ,No, , , , , , , , , , , , ,Agree, , , ,"Mr Awalt, the instructor, was a very fun, personable, helpful, and knowledgeable teacher. I've recommended everyone I know taking Calc I to take his class because he was that good as a teacher. He had office hours, always answered questions until the students got the whole concept down. I am not a math person, but this class made me less afraid of calculus, and I will take Calculus II Summer 2012"
5, ,288,22269, , , , , , , , , , , , , , , , , , , , , 
5, ,288,22271, , , , , , , , , , , , , , , , , , , , , 
5, ,288,24753, , , , , , , , , , , , , , , , , , , , , 
5, ,288,24754, , , , , , , , , , , , , , , , , , , , , 
5,289,289,12250,2,A, ,No, , , , , , , , , ,I changed my major and now do not need to take Calculus II., , , , , , ,The teaching was wonderful. The web assign was challenging at times.
5,289,289,12251, , , , , , , , , , , , , , , , , , , , , 
5,289,289,12264, , , , , , , , , , , , , , , , , , , , , 
5,289,289,12268,2,A,Yes, , ,B, , , , , , , , , , ,Agree, , , ,"Calculus I was a lot of work and very time consuming; however, I learned a lot and my teacher was very helpful and very good at teaching calculus. There is a lot of tuturing available, and I actually attended an engineering calculus I study group once a week."
5,289,289,12281, , , , , , , , , , , , , , , , , , , , , 
5,289,289,12282,1,C,Yes, , ,B, , , , , , , , , , , , ,Strongly Disagree, ,"It was my first time taking calculus, for I did not not calculus in high school.  My classmates who had taken calculus in high school had an advantage over me. I have always been good at math, and calculus was hard."
5,289, ,17646,6,B,Yes, , ,B, , , , , , , , , , ,Agree, , , ,its good but too lenghty
5,289, ,17656, , , , , , , , , , , , , , , , , , , , , 
5,289, ,17659, , , , , , , , , , , , , , , , , , , , , 
5,289, ,17670,1,D,Yes, , , , ,D, , , , , , , , , , ,Strongly Disagree, ,There wasnt alot of help given by the professors. They gave us the bare minimum tool needed to answer and solve problems on the exams. There needed to be more homework and more practice problems. The homework did not parallel the exams at all. It was too rough of a class and I pity all the other students that are required to take this class in the future.
5,289, ,17674, , , , , , , , , , , , , , , , , , , , , 
5,289, ,17678,1,C,Yes, , ,B, , , , , , , , , , , , ,Strongly Disagree, ,N/A
5,289, ,17690, , , , , , , , , , , , , , , , , , , , , 
5,289, ,17706,15,B, ,No, , , , , ,I never intended to take Calculus II., , , , , , , , , , ,"The teaching was good, and there was plenty of help available, but I don't need Calculus for my major so I didn't continue taking it."
5,289, ,17708, , , , , , , , , , , , , , , , , , , , , 
5,289, ,17715, , , , , , , , , , , , , , , , , , , , , 
5,289, ,17736,3,C,Yes, , , , , ,F, , , , , , , , ,Disagree, , ,"I enjoyed calc 1 very much so. My professor explained everything very well and she worked on the board a lot (which I loved). I did not like WebAssign - It did not help me at all. It gave no sort of feedback on what I was doing wrong. Written homework was much more helpful than online homework because it gives me the option to review my work, step by step, and find exactly where I am making mistakes. I also would enjoy a smaller class so as to get more individual attention from the professor. The fact that I had so much individual help motivated me to continue on to Calc 2. I did not receive good individual help from my calc 2 professor, thus my failing and my lack of motivation to try again."
5,289, ,17742, , , , , , , , , , , , , , , , , , , , , 
5, ,289,22211, , , , , , , , , , , , , , , , , , , , , 
5, ,289,22236, , , , , , , , , , , , , , , , , , , , , 
5, ,289,22242, , , , , , , , , , , , , , , , , , , , , 
5, ,289,22258, , , , , , , , , , , , , , , , , , , , , 
5, ,289,22261, , , , , , , , , , , , , , , , , , , , , 
5,289, ,23734, , , , , , , , , , , , , , , , , , , , , 
5,289, ,23735, , , , , , , , , , , , , , , , , , , , , 
5,289, ,23736, , , , , , , , , , , , , , , , , , , , , 
5,291, ,17668, , , , , , , , , , , , , , , , , , , , , 
5,291, ,17669, , , , , , , , , , , , , , , , , , , , , 
5,291, ,17671, , , , , , , , , , , , , , , , , , , , , 
5,291, ,17672, , , , , , , , , , , , , , , , , , , , , 
5,291, ,17673, , , , , , , , , , , , , , , , , , , , , 
5,291, ,17677, , , , , , , , , , , , , , , , , , , , , 
5,291, ,17681, , , , , , , , , , , , , , , , , , , , , 
5,291, ,17687,12,C,Yes, , , , ,D, , , , , , , , , , ,Strongly Disagree, ,awful
5,291, ,17692, , , , , , , , , , , , , , , , , , , , , 
5,291, ,17694, , , , , , , , , , , , , , , , , , , , , 
5,291, ,17702, , , , , , , , , , , , , , , , , , , , , 
5,291, ,17709, , , , , , , , , , , , , , , , , , , , , 
5,291, ,17713, , , , , , , , , , , , , , , , , , , , , 
5,291, ,17716, , , , , , , , , , , , , , , , , , , , , 
5,291, ,17740, , , , , , , , , , , , , , , , , , , , , 
5,291, ,23737, , , , , , , , , , , , , , , , , , , , , 
5,294,294,12234, , , , , , , , , , , , , , , , , , , , , 
5,294,294,12238, , , , , , , , , , , , , , , , , , , , , 
5,294,294,12241, , , , , , , , , , , , , , , , , , , , , 
5,294,294,12247, , , , , , , , , , , , , , , , , , , , , 
5,294,294,12253, , , , , , , , , , , , , , , , , , , , , 
5,294,294,12256,1,D,Yes, , , ,C, , , , , , , , , , , ,Strongly Disagree, ,Teaching was poor. Too much time spent on busy work and useless home work not enough conceptual teaching
5,294,294,12260, , , , , , , , , , , , , , , , , , , , , 
5,294,294,12265, , , , , , , , , , , , , , , , , , , , , 
5,294,294,12269, , , , , , , , , , , , , , , , , , , , , 
5,294,294,12271, , , , , , , , , , , , , , , , , , , , , 
5,294,294,12272, , , , , , , , , , , , , , , , , , , , , 
5,294,294,12274, , , , , , , , , , , , , , , , , , , , , 
5,294,294,12276, , , , , , , , , , , , , , , , , , , , , 
5,294,294,12278,15,C, ,No, , , , , ,I never intended to take Calculus II.,"To do well in Calculus II, I would need to spend more time and effort than I can afford.", , , , ,I have too many other courses I need to complete., , , , , 
5,294,294,12283,3,A,Yes, , , ,C, , , , , , , , , ,Agree, , , , 
5,294,294,12285, , , , , , , , , , , , , , , , , , , , , 
5,294,294,12288, , , , , , , , , , , , , , , , , , , , , 
5,294,294,12289, , , , , , , , , , , , , , , , , , , , , 
5,294,294,12291, , , , , , , , , , , , , , , , , , , , , 
5,294,294,12292, , , , , , , , , , , , , , , , , , , , , 
5,294,294,12295, , , , , , , , , , , , , , , , , , , , , 
5,294,294,12296, , , , , , , , , , , , , , , , , , , , , 
5,294, ,17641, , , , , , , , , , , , , , , , , , , , , 
5,294, ,17642, , , , , , , , , , , , , , , , , , , , , 
5,294, ,17645, , , , , , , , , , , , , , , , , , , , , 
5,294, ,17647, , , , , , , , , , , , , , , , , , , , , 
5,294, ,17663, , , , , , , , , , , , , , , , , , , , , 
5,294, ,17664, , , , , , , , , , , , , , , , , , , , , 
5,294, ,17675, , , , , , , , , , , , , , , , , , , , , 
5,294, ,17676, , , , , , , , , , , , , , , , , , , , , 
5,294, ,17680, , , , , , , , , , , , , , , , , , , , , 
5,294, ,17682,1,C,Yes, ,A, , , , , , , , , , , , ,Disagree, , ,"Well, let me first go out to say  that I am an individual who comprehends Calculus II more than Calculus I. So as I would want to say that Calculus I was probably the most difficult class I had ever taken. My teacher was great, she offered help and taught efficiently. There was this program called web assign that gave us set problems to accomplish and the problems were usually easy. The only reason I continued onto Calculus II is because it is part of my major requirements."
5,294, ,17683, , , , , , , , , , , , , , , , , , , , , 
5,294, ,17688, , , , , , , , , , , , , , , , , , , , , 
5,294, ,17693, , , , , , , , , , , , , , , , , , , , , 
5,294, ,17695, , , , , , , , , , , , , , , , , , , , , 
5,294, ,17700, , , , , , , , , , , , , , , , , , , , , 
5,294, ,17710, , , , , , , , , , , , , , , , , , , , , 
5,294, ,17722, , , , , , , , , , , , , , , , , , , , , 
5,294, ,17724,7,F, ,No, , , , , , ,"To do well in Calculus II, I would need to spend more time and effort than I can afford.",My grade in Calculus I was not good enough for me to continue to Calculus II., , ,My experience in Calculus I made me decide not to take calculus II.,I have too many other courses I need to complete., , ,Strongly Disagree, ,"I went into the class very motivated and ready the learn, I did a little above average on the first test, I did all of my homework, however as the semester went on on my grade dropped. I went to office hours, I went to study secessions, I watched youtube videos and asked other students for help. Going to class was pointless, the majority of lessons were spent on random tangents which for the majority of the time had little to nothing to do with what we were learning."
5,294, ,17726, , , , , , , , , , , , , , , , , , , , , 
5,294, ,17728, , , , , , , , , , , , , , , , , , , , , 
5,294, ,17730, , , , , , , , , , , , , , , , , , , , , 
5,294, ,17734, , , , , , , , , , , , , , , , , , , , , 
5,294, ,17735, , , , , , , , , , , , , , , , , , , , , 
5,294, ,17737, , , , , , , , , , , , , , , , , , , , , 
5,294, ,17739, , , , , , , , , , , , , , , , , , , , , 
5, ,294,22203, , , , , , , , , , , , , , , , , , , , , 
5, ,294,22229, , , , , , , , , , , , , , , , , , , , , 
5, ,294,22244, , , , , , , , , , , , , , , , , , , , , 
5, ,294,22264, , , , , , , , , , , , , , , , , , , , , 
5, ,294,22265, , , , , , , , , , , , , , , , , , , , , 
5, ,294,22266, , , , , , , , , , , , , , , , , , , , , 
5, ,294,22274, , , , , , , , , , , , , , , , , , , , , 
5,294, ,23738, , , , , , , , , , , , , , , , , , , , , 
5,294, ,23739, , , , , , , , , , , , , , , , , , , , , 
5,294, ,23740, , , , , , , , , , , , , , , , , , , , , 
5, ,294,24755, , , , , , , , , , , , , , , , , , , , , 
5, ,294,24756, , , , , , , , , , , , , , , , , , , , , 
5,1035,295,12261, , , , , , , , , , , , , , , , , , , , , 
5,295,295,12273,6,B,Yes, , ,B, , , , , , , , , , ,Agree, , , ,"Currently I am in Vector Calculus, and looking back Calculus 1 overall was a much better class, teacher, homeworks, expectations were all perfect for the class. Having a well planned out class really motivated me to continue."
5, ,295,22208, , , , , , , , , , , , , , , , , , , , , 
5, ,295,22212,12,B, ,No, , , , , ,I never intended to take Calculus II., , , , , , , , , , , 
5, ,295,22223, , , , , , , , , , , , , , , , , , , , , 
5, ,295,22230, , , , , , , , , , , , , , , , , , , , , 
5, ,295,22237, , , , , , , , , , , , , , , , , , , , , 
5, ,295,22239, , , , , , , , , , , , , , , , , , , , , 
5, ,295,22243, , , , , , , , , , , , , , , , , , , , , 
5, ,295,22246, , , , , , , , , , , , , , , , , , , , , 
5, ,295,22277, , , , , , , , , , , , , , , , , , , , , 
5,297,297,12235, , , , , , , , , , , , , , , , , , , , , 
5,297,297,12243, , , , , , , , , , , , , , , , , , , , , 
5,297,297,12275,1,B,Yes, , , ,C, , , , , , , , , , ,Disagree, , ,I had to retake calc because i was struggling between a C and D. Then after retaking i got a B. I think to better teach this class would be to provide many examples of the problems when teaching it.
5,297, ,17653, , , , , , , , , , , , , , , , , , , , , 
5,297, ,17665, , , , , , , , , , , , , , , , , , , , , 
5,297, ,17719,6,A,Yes, , ,B, , , , , , , , , , ,Agree, , , ,"Calculus I was very memorable mainly due to the way my professor taught. He made things very clear and easy to understand and I very much enjoyed going to class each day. My professor's office hours, Calculus I study groups, and test prep and reviews were always available and helpful. I continue to take calculus courses due to the requirements of my engineering major."
5,297, ,17743, , , , , , , , , , , , , , , , , , , , , 
5, ,297,22222, , , , , , , , , , , , , , , , , , , , , 
5, ,297,22224, , , , , , , , , , , , , , , , , , , , , 
5, ,297,22235, , , , , , , , , , , , , , , , , , , , , 
5, ,297,22241, , , , , , , , , , , , , , , , , , , , , 
5, ,297,22248, , , , , , , , , , , , , , , , , , , , , 
5, ,297,22262, , , , , , , , , , , , , , , , , , , , , 
5, ,297,22279, , , , , , , , , , , , , , , , , , , , , 
5,297, ,23741, , , , , , , , , , , , , , , , , , , , , 
5, ,297,24757, , , , , , , , , , , , , , , , , , , , , 
5, ,298,22240, , , , , , , , , , , , , , , , , , , , , 
5,301,301,12242, , , , , , , , , , , , , , , , , , , , , 
5,301,301,12249, , , , , , , , , , , , , , , , , , , , , 
5,301,301,12259,4,B,Yes, , ,B, , , , , , , , , , , , , ,Strongly Agree,Great professor and tutor availability made me want to continue in mathematics.
5,301,301,12263, , , , , , , , , , , , , , , , , , , , , 
5,301,301,12286, , , , , , , , , , , , , , , , , , , , , 
5,301, ,17689, , , , , , , , , , , , , , , , , , , , , 
5,301, ,17697, , , , , , , , , , , , , , , , , , , , , 
5,301, ,17732,11,F, ,No, , , , , , , ,My grade in Calculus I was not good enough for me to continue to Calculus II., ,I changed my major and now do not need to take Calculus II.,My experience in Calculus I made me decide not to take calculus II., , , ,Strongly Disagree, , 
5, ,301,22192, , , , , , , , , , , , , , , , , , , , , 
5, ,301,22217, , , , , , , , , , , , , , , , , , , , , 
5,301, ,23742, , , , , , , , , , , , , , , , , , , , , 
5,301, ,23743, , , , , , , , , , , , , , , , , , , , , 
5, ,301,24758, , , , , , , , , , , , , , , , , , , , , 
